Date,High,Low,Open,Close,Volume,Adj Close
03/01/2012,14.7321434,14.6071434,14.62142944,14.6867857,302220800,12.62920856
04/01/2012,14.81000042,14.61714268,14.6428566,14.76571369,260022000,12.6970787
05/01/2012,14.94821358,14.73821354,14.81964302,14.92964268,271269600,12.83804417
06/01/2012,15.09821415,14.97214317,14.991786,15.08571434,318292800,12.97224903
09/01/2012,15.27678585,15.04821396,15.19642925,15.0617857,394024400,12.9516716
10/01/2012,15.21428585,15.05357075,15.21107101,15.11571407,258196400,12.99804497
11/01/2012,15.10178566,14.97535706,15.09571362,15.09107113,215084800,12.97685623
12/01/2012,15.10357094,14.9553566,15.08142853,15.04964256,212587200,12.94123077
13/01/2012,15.01607132,14.95214272,14.98928642,14.99321365,226021600,12.89270496
17/01/2012,15.21392918,15.10571384,15.14999962,15.16785717,242897200,13.04288387
18/01/2012,15.33821392,15.22500038,15.2485714,15.32535744,276791200,13.17831707
19/01/2012,15.40607071,15.23250008,15.36250019,15.27678585,261738400,13.13655186
20/01/2012,15.2678566,14.99107075,15.26749992,15.01071358,413974400,12.90775585
23/01/2012,15.30178642,15.08214283,15.09535694,15.26464272,306062400,13.12610912
24/01/2012,15.18214321,14.98392868,15.18214321,15.01464272,547638000,12.91113281
25/01/2012,16.23035622,15.84749985,16.22999954,15.95214272,958314000,13.71729469
26/01/2012,16.0282135,15.82642937,16.01285744,15.87964344,323985200,13.6549511
27/01/2012,16.01714325,15.84892941,15.86928558,15.97428608,299709200,13.73633289
30/01/2012,16.21071434,15.90678596,15.91821384,16.17892838,379341200,13.91230583
31/01/2012,16.36571312,16.18107033,16.27107048,16.30285645,391683600,14.01887035
01/02/2012,16.39249992,16.26964378,16.37178612,16.29249954,270046000,14.0099678
02/02/2012,16.32749939,16.21357155,16.28214264,16.25428581,186796400,13.97710419
03/02/2012,16.4285717,16.27000046,16.33214378,16.41714287,286599600,14.11714935
06/02/2012,16.60642815,16.36428642,16.37071419,16.57035637,249412800,14.24889946
07/02/2012,16.7767868,16.59214211,16.6160717,16.74392891,316223600,14.39815235
08/02/2012,17.0282135,16.77499962,16.8035717,17.02428627,407890000,14.63923359
09/02/2012,17.7410717,17.16285706,17.17000008,17.61321449,884214800,15.14565182
10/02/2012,17.77214241,17.44821358,17.5342865,17.62214279,631302000,15.1533308
13/02/2012,17.99392891,17.75321388,17.84035683,17.95000076,517216000,15.43525791
14/02/2012,18.19857025,17.9285717,18.02357101,18.19499969,460398400,15.6459341
15/02/2012,18.7960701,17.74607086,18.36642838,17.7739296,1506120000,15.28385639
16/02/2012,18.03178596,17.37964249,17.5535717,17.9360714,944552000,15.42328072
17/02/2012,18.13464355,17.86785698,17.96821404,17.93285751,535805200,15.42051506
21/02/2012,18.38750076,18.00428581,18.10285759,18.38750076,605595200,15.81146717
22/02/2012,18.41035652,18.18107033,18.32428551,18.3228569,483302400,15.75587559
23/02/2012,18.49392891,18.1964283,18.39571381,18.44249916,568027600,15.85875511
24/02/2012,18.67499924,18.52285767,18.55964279,18.65749931,415072000,16.04363441
27/02/2012,18.875,18.43857193,18.61821365,18.77714348,547582000,16.14651871
28/02/2012,19.12178612,18.78035736,18.8557148,19.12178612,600387200,16.44288254
